ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Yellowstone NP,YELL,National Park,Intermountain ,WY,2007,8,"710,781","143,225","16,297,112","143,225","130,750","141,740","20,768","13,389","12,694",0,"4,315",Yellowstone NP,YELL,National Park,Intermountain ,WY,2007,"3,151,343","991,117","68,719,503","546,469","555,290","536,112","77,754","66,632","38,040",0,"13,817"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2007,9,"463,994","107,258","10,009,262","107,258","77,861","72,508","12,246","15,446","5,553",0,"1,441",Yellowstone NP,YELL,National Park,Intermountain ,WY,2007,"3,151,343","991,117","68,719,503","546,469","555,290","536,112","77,754","66,632","38,040",0,"13,817"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2007,10,"139,789","70,838","2,261,483","70,838","12,408","6,048","1,891","2,864","1,123",0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2007,"3,151,343","991,117","68,719,503","546,469","555,290","536,112","77,754","66,632","38,040",0,"13,817"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2007,11,"15,362","48,849","206,578","48,849",0,0,253,218,456,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2007,"3,151,343","991,117","68,719,503","546,469","555,290","536,112","77,754","66,632","38,040",0,"13,817"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2007,12,"20,408","44,377","370,717","44,377","5,041",0,61,64,77,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2007,"3,151,343","991,117","68,719,503","546,469","555,290","536,112","77,754","66,632","38,040",0,"13,817"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,1,"26,864","45,794","550,571","45,794","9,317",0,38,51,102,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,"3,066,580","878,550","65,459,417","498,490","570,623","434,117","78,035","57,879","39,603",0,"13,930"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,2,"33,557","49,901","673,898","49,901","10,919",0,70,131,180,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,"3,066,580","878,550","65,459,417","498,490","570,623","434,117","78,035","57,879","39,603",0,"13,930"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,3,"19,147","54,311","266,875","54,311","1,255",0,102,80,109,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,"3,066,580","878,550","65,459,417","498,490","570,623","434,117","78,035","57,879","39,603",0,"13,930"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,4,"24,433","47,087","313,430","47,087",0,0,301,355,187,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,"3,066,580","878,550","65,459,417","498,490","570,623","434,117","78,035","57,879","39,603",0,"13,930"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,5,"217,938","75,635","4,391,950","75,635","44,852","19,882","3,754","4,061",761,0,719,Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,"3,066,580","878,550","65,459,417","498,490","570,623","434,117","78,035","57,879","39,603",0,"13,930"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,6,"593,405","115,186","13,020,091","115,186","118,825","95,929","13,792","10,896","4,069",0,"2,290",Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,"3,066,580","878,550","65,459,417","498,490","570,623","434,117","78,035","57,879","39,603",0,"13,930"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,7,"808,110","161,547","17,763,421","161,547","136,821","144,567","23,158","13,194","13,146",0,"5,202",Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,"3,066,580","878,550","65,459,417","498,490","570,623","434,117","78,035","57,879","39,603",0,"13,930"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,8,"731,063","110,312","16,166,773","110,312","135,275","120,805","22,410","12,045","13,639",0,"3,911",Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,"3,066,580","878,550","65,459,417","498,490","570,623","434,117","78,035","57,879","39,603",0,"13,930"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,9,"437,552","87,906","9,498,226","87,906","95,559","47,056","12,506","14,083","5,972",0,"1,808",Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,"3,066,580","878,550","65,459,417","498,490","570,623","434,117","78,035","57,879","39,603",0,"13,930"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,10,"145,488","56,180","2,330,875","56,180","13,045","5,878","1,693","2,765",995,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,"3,066,580","878,550","65,459,417","498,490","570,623","434,117","78,035","57,879","39,603",0,"13,930"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,11,"12,671","39,497","168,779","39,497",0,0,147,176,374,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,"3,066,580","878,550","65,459,417","498,490","570,623","434,117","78,035","57,879","39,603",0,"13,930"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,12,"16,352","35,194","314,528","35,194","4,755",0,64,42,69,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2008,"3,066,580","878,550","65,459,417","498,490","570,623","434,117","78,035","57,879","39,603",0,"13,930"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,1,"24,770","38,746","490,442","38,746","7,767",0,74,122,88,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,"3,295,187","856,988","70,157,772","486,113","564,911","509,377","83,465","64,637","39,736",0,"13,521"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,2,"28,355","40,205","571,705","40,205","9,354",0,51,115,123,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,"3,295,187","856,988","70,157,772","486,113","564,911","509,377","83,465","64,637","39,736",0,"13,521"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,3,"17,317","43,861","249,932","43,861","1,214",0,166,115,260,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,"3,295,187","856,988","70,157,772","486,113","564,911","509,377","83,465","64,637","39,736",0,"13,521"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,4,"24,831","39,774","325,850","39,774",0,0,496,666,0,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,"3,295,187","856,988","70,157,772","486,113","564,911","509,377","83,465","64,637","39,736",0,"13,521"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,5,"261,763","70,051","4,628,276","70,051","34,137","21,049","3,171","2,163",733,0,710,Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,"3,295,187","856,988","70,157,772","486,113","564,911","509,377","83,465","64,637","39,736",0,"13,521"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,6,"643,844","106,283","13,687,639","106,283","119,696","94,566","14,701","13,229","4,076",0,"2,129",Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,"3,295,187","856,988","70,157,772","486,113","564,911","509,377","83,465","64,637","39,736",0,"13,521"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,7,"900,515","143,668","19,570,496","143,668","139,691","166,379","25,680","15,635","12,381",0,"5,414",Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,"3,295,187","856,988","70,157,772","486,113","564,911","509,377","83,465","64,637","39,736",0,"13,521"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,8,"752,983","134,589","17,176,961","134,589","137,914","146,534","23,325","13,523","13,981",0,"3,938",Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,"3,295,187","856,988","70,157,772","486,113","564,911","509,377","83,465","64,637","39,736",0,"13,521"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,9,"489,438","107,735","11,042,236","107,735","98,539","77,828","14,198","16,755","6,811",0,"1,242",Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,"3,295,187","856,988","70,157,772","486,113","564,911","509,377","83,465","64,637","39,736",0,"13,521"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,10,"123,867","59,541","1,952,213","59,541","12,215","3,021","1,414","1,898",773,0,88,Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,"3,295,187","856,988","70,157,772","486,113","564,911","509,377","83,465","64,637","39,736",0,"13,521"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,11,"9,397","37,631","132,068","37,631",0,0,138,253,414,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,"3,295,187","856,988","70,157,772","486,113","564,911","509,377","83,465","64,637","39,736",0,"13,521"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,12,"18,107","34,904","329,954","34,904","4,384",0,51,163,96,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2009,"3,295,187","856,988","70,157,772","486,113","564,911","509,377","83,465","64,637","39,736",0,"13,521"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,1,"25,595","35,517","494,333","35,517","7,485",0,99,118,97,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,"3,640,185","912,663","75,033,809","510,940","575,313","512,665","87,580","69,825","45,045",0,"15,890"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,2,"29,108","38,259","479,138","38,259","4,908",0,138,122,243,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,"3,640,185","912,663","75,033,809","510,940","575,313","512,665","87,580","69,825","45,045",0,"15,890"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,3,"21,028","45,714","297,914","45,714","1,287",0,326,173,113,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,"3,640,185","912,663","75,033,809","510,940","575,313","512,665","87,580","69,825","45,045",0,"15,890"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,4,"32,763","41,744","437,299","41,744",0,0,736,"1,046",57,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,"3,640,185","912,663","75,033,809","510,940","575,313","512,665","87,580","69,825","45,045",0,"15,890"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,5,"250,445","69,977","4,326,772","69,977","26,511","17,174","4,416","5,709",808,0,442,Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,"3,640,185","912,663","75,033,809","510,940","575,313","512,665","87,580","69,825","45,045",0,"15,890"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,6,"694,841","110,762","14,810,989","110,762","129,516","104,680","15,027","13,696","4,324",0,"2,461",Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,"3,640,185","912,663","75,033,809","510,940","575,313","512,665","87,580","69,825","45,045",0,"15,890"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,7,"957,785","160,239","19,994,405","160,239","128,343","162,261","26,214","15,485","15,482",0,"6,423",Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,"3,640,185","912,663","75,033,809","510,940","575,313","512,665","87,580","69,825","45,045",0,"15,890"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,8,"854,837","149,224","18,209,719","149,224","128,828","144,802","24,275","13,245","14,948",0,"5,222",Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,"3,640,185","912,663","75,033,809","510,940","575,313","512,665","87,580","69,825","45,045",0,"15,890"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,9,"550,504","113,247","12,324,701","113,247","127,564","73,249","13,280","15,597","7,344",0,"1,244",Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,"3,640,185","912,663","75,033,809","510,940","575,313","512,665","87,580","69,825","45,045",0,"15,890"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,10,"189,072","73,263","3,173,570","73,263","18,959","10,499","2,771","4,266","1,103",0,98,Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,"3,640,185","912,663","75,033,809","510,940","575,313","512,665","87,580","69,825","45,045",0,"15,890"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,11,"16,819","33,819","224,652","33,819",0,0,205,291,455,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,"3,640,185","912,663","75,033,809","510,940","575,313","512,665","87,580","69,825","45,045",0,"15,890"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,12,"17,388","40,898","260,317","40,898","1,912",0,93,77,71,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2010,"3,640,185","912,663","75,033,809","510,940","575,313","512,665","87,580","69,825","45,045",0,"15,890"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2011,1,"24,517","44,257","404,406","44,257","4,414",0,42,86,50,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2011,"3,394,326","975,516","71,475,307","573,237","591,101","498,037","79,585","60,168","37,292",0,"14,795"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2011,2,"28,174","44,203","465,973","44,203","4,815",0,61,96,357,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2011,"3,394,326","975,516","71,475,307","573,237","591,101","498,037","79,585","60,168","37,292",0,"14,795"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2011,3,"18,728","49,218","273,922","49,218","1,617",0,112,182,138,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2011,"3,394,326","975,516","71,475,307","573,237","591,101","498,037","79,585","60,168","37,292",0,"14,795"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2011,4,"28,147","46,305","367,702","46,305",0,0,525,634,89,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2011,"3,394,326","975,516","71,475,307","573,237","591,101","498,037","79,585","60,168","37,292",0,"14,795"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2011,5,"207,842","73,474","3,618,816","73,474","26,558","12,037","2,874","4,381",580,0,434,Yellowstone NP,YELL,National Park,Intermountain ,WY,2011,"3,394,326","975,516","71,475,307","573,237","591,101","498,037","79,585","60,168","37,292",0,"14,795"
